,karta,country,mcc,Typ_karty,te_pos_entry_mode,czy_moto,czy_niskokwotowa_zblizeniowa,czy_SCA,ilosc,wartosc_transakcji,te_tran_type,Wartość wypłat Cash Back,category,tr_rsp_code,tr_app_id
6414,VISA,PL ,7399,Credit,CTLS,inne,0,0,136,73521.5700,00,0.0000,BUSINESS,00,07
6415,VISA,ES ,5992,Debit,CTLS,inne,0,0,4,657.0000,00,0.0000,Individual,00,07
6416,VISA,PL ,5611,Credit,CTLS,inne,0,0,103,30572.5000,00,0.0000,Individual,00,07
6417,VISA,UA ,7629,Credit,CTLS,inne,1,0,13,480.0000,00,0.0000,Individual,00,07
6418,VISA,GB ,5999,Credit,CHIP,inne,0,0,4,9542.3800,00,0.0000,BUSINESS,00,07
6419,VISA,PL ,5499,Debit,CTLS,inne,0,0,57,8103.1300,09,2850.0000,Individual,00,07
6420,VISA,CZ ,7991,Debit,CTLS,inne,1,0,67,2257.5000,00,0.0000,Individual,00,07
6421,VISA,PL ,7399,Debit,CTLS,inne,0,0,1,150.0000,09,11.0000,Individual,00,07
6422,VISA,PL ,5691,Debit,CTLS,inne,1,0,7,255.0000,20,0.0000,Individual,00,07
6423,VISA,LU ,4225,Credit,CTLS,inne,1,0,1,10.0000,00,0.0000,Individual,00,07
6424,VISA,PL ,5251,Debit,CHIP,inne,0,1,1,6.0000,00,0.0000,Individual,00,07
6425,VISA,AT ,7399,Credit,CTLS,inne,0,0,3,486.4000,00,0.0000,Individual,00,07
6426,VISA,NO ,5912,Debit,CTLS,inne,0,0,27,5849.0900,00,0.0000,Individual,00,07
6427,VISA,SK ,7399,Debit,CTLS,inne,0,0,12,7876.0000,00,0.0000,Individual,00,07
6428,VISA,DE ,7997,Credit,CTLS,inne,1,0,11,426.0000,00,0.0000,Individual,00,07
6429,VISA,PL ,7299,Debit,CTLS,inne,0,0,5809,1624686.7400,00,0.0000,Individual,00,07
6430,VISA,UA ,7298,Debit,MS,inne,0,0,6,420.2000,00,0.0000,Individual,00,07
6431,VISA,BY ,5499,Debit,CTLS,inne,0,0,15,1833.6200,00,0.0000,Individual,00,07
6432,VISA,TN ,5812,Debit,CTLS,inne,0,0,1,481.0000,00,0.0000,Individual,00,07
6433,VISA,LV ,7829,Credit,CTLS,inne,0,0,1,149.9000,00,0.0000,Individual,00,07
6434,VISA,AE ,7538,Debit,CTLS,inne,0,0,2,2049.6200,00,0.0000,Individual,00,07
6435,VISA,SA ,5094,Debit,CTLS,inne,1,0,1,58.0000,00,0.0000,Individual,00,07
6436,VISA,DE ,7941,Credit,CTLS,inne,0,0,7,2040.0000,00,0.0000,Individual,00,07
6437,VISA,FR ,5811,Debit,CHIP,inne,0,0,3,467.0000,00,0.0000,Individual,00,07
6438,VISA,PL ,8999,Debit,CTLS,inne,0,0,1,179.0000,09,178.0000,Individual,00,07
6439,VISA,KZ ,5994,Debit,CTLS,inne,1,0,1,3.9900,00,0.0000,Individual,00,07
6440,VISA,KG ,7996,Debit,CTLS,inne,1,0,1,32.0000,00,0.0000,Individual,00,07
6441,VISA,PL ,5231,Debit,CTLS,inne,0,0,5,4995.0000,09,4990.0000,Individual,00,07
6442,VISA,JP ,7298,Credit,CTLS,inne,1,0,1,20.0000,00,0.0000,Individual,00,07
6443,VISA,IS ,5999,Debit,CTLS,inne,1,0,88,3759.0700,00,0.0000,Individual,00,07
6444,VISA,UA ,5541,Credit,CTLS,inne,0,0,143,68894.5100,00,0.0000,Individual,00,07
6445,VISA,UZ ,7011,Debit,CTLS,inne,1,0,1,80.0000,00,0.0000,Individual,00,07
6446,VISA,DE ,5812,Credit,CTLS,inne,1,0,22,985.5800,00,0.0000,BUSINESS,00,07
6447,VISA,DE ,5944,Debit,CHIP,inne,0,0,37,42908.1600,00,0.0000,Individual,00,07
6448,VISA,NZ ,5231,Debit,CTLS,inne,0,0,1,115.0000,00,0.0000,Individual,00,07
6449,VISA,SA ,5931,Debit,CTLS,inne,1,0,3,177.0000,00,0.0000,Individual,00,07
6450,VISA,NO ,5814,Debit,CTLS,inne,0,0,2,457.2000,00,0.0000,Individual,00,07
6451,VISA,PL ,5051,Credit,CTLS,inne,1,1,3,90.6200,00,0.0000,Individual,00,07
6452,VISA,MY ,5999,Debit,CTLS,inne,1,0,3,92.2900,00,0.0000,Individual,00,07
6453,VISA,LT ,5085,Debit,CTLS,inne,0,0,2,1430.0000,00,0.0000,Individual,00,07
6454,VISA,IS ,8099,Credit,CTLS,inne,0,0,13,6716.0000,00,0.0000,Individual,00,07
6455,VISA,MX ,5441,Debit,CTLS,inne,1,0,1,25.8000,00,0.0000,Individual,00,07
6456,VISA,IS ,5813,Credit,CTLS,inne,1,0,6,135.5000,00,0.0000,Individual,00,07
6457,VISA,SC ,7399,Debit,CHIP,inne,0,0,1,154.0000,00,0.0000,Individual,00,07
6458,VISA,RO ,7699,Debit,CTLS,inne,1,0,1,25.0000,00,0.0000,Individual,00,07
6459,VISA,MT ,5411,Debit,CHIP,inne,0,0,1,119.0000,00,0.0000,Individual,00,07
6460,VISA,CH ,5411,Credit,CTLS,inne,0,0,2,5073.0000,00,0.0000,BUSINESS,00,07
6461,VISA,GB ,7535,Debit,CTLS,inne,0,0,19,17296.9000,00,0.0000,Individual,00,07
6462,VISA,DE ,0742,Debit,CHIP,inne,0,0,17,2385.0100,00,0.0000,Individual,00,07
6463,VISA,NL ,5712,Debit,CTLS,inne,0,0,10,7655.9900,00,0.0000,Individual,00,07
6464,VISA,KR ,5999,Credit,CTLS,inne,1,0,7,230.0000,00,0.0000,Individual,00,07
6465,VISA,PL ,5691,Credit,CTLS,inne,1,0,1576,63025.9400,00,0.0000,Individual,00,07
6466,VISA,PL ,1520,Debit,CTLS,inne,0,0,2,1000.0000,20,0.0000,BUSINESS,00,07
6467,VISA,SA ,5051,Debit,CTLS,inne,0,0,2,777.0000,00,0.0000,Individual,00,07
6468,VISA,DE ,7535,Credit,CTLS,inne,0,0,1,196.9000,00,0.0000,Individual,00,07
6469,VISA,FR ,5950,Debit,CTLS,inne,1,0,3,115.0000,00,0.0000,Individual,00,07
6470,VISA,PL ,5231,Debit,CTLS,inne,0,0,1,243.5300,09,242.5300,Individual,00,07
6471,VISA,PL ,4814,Debit,CTLS,inne,1,0,1307,57844.9800,00,0.0000,Individual,00,07
6472,VISA,PL ,5942,Credit,CTLS,inne,0,0,3,890.0000,00,0.0000,BUSINESS,00,07
6473,VISA,LT ,8999,Credit,CTLS,inne,1,0,2,130.0000,00,0.0000,Individual,00,07
6474,VISA,CL ,5691,Credit,CTLS,inne,1,0,2,55.0000,00,0.0000,Individual,00,07
6475,VISA,PL ,7298,Debit,CHIP,inne,0,0,64,17855.0400,00,0.0000,BUSINESS,00,07
6476,VISA,US ,4789,Credit,CHIP,inne,0,0,2,68.0000,00,0.0000,Individual,00,07
6477,VISA,ES ,5231,Debit,CTLS,inne,0,0,3,495.0000,00,0.0000,Individual,00,07
6478,VISA,BE ,8011,Debit,CTLS,inne,0,0,45,13428.5000,00,0.0000,Individual,00,07
6479,VISA,UA ,8211,Credit,CTLS,inne,0,0,35,50664.0000,00,0.0000,Individual,00,07
6480,VISA,PL ,5812,Debit,CTLS,inne,1,0,3,300.0000,09,27.0000,Individual,00,07
6481,VISA,KR ,7399,Credit,CTLS,inne,1,0,10,574.0000,00,0.0000,Individual,00,07
6482,VISA,CA ,5995,Debit,CTLS,inne,1,0,2,124.0000,00,0.0000,Individual,00,07
6483,VISA,PL ,5200,Credit,CTLS,inne,0,0,192,57799.9200,00,0.0000,Individual,00,07
6484,VISA,PL ,5051,Debit,MS,inne,0,0,1,290.0000,00,0.0000,Individual,00,07
6485,VISA,PL ,5231,Debit,CTLS,inne,0,0,17,6817.0000,09,6800.0000,Individual,00,07
6486,VISA,GB ,5944,Credit,CHIP,inne,0,0,12,5948.0000,00,0.0000,Individual,00,07
6487,VISA,PL ,5172,Debit,CTLS,inne,0,0,4,487.0000,09,400.0000,Individual,00,07
6488,VISA,GB ,4214,Debit,CTLS,inne,0,0,22,6542.0100,00,0.0000,Individual,00,07
6489,VISA,SK ,7394,Credit,CTLS,inne,1,0,2,140.0000,00,0.0000,Individual,00,07
6490,VISA,PL ,5411,Debit,CTLS,inne,0,0,29,3718.9900,09,2900.0000,BUSINESS,00,07
6491,VISA,AT ,5441,Credit,CTLS,inne,1,0,4,158.7000,00,0.0000,Individual,00,07
6492,VISA,PL ,4225,Debit,CHIP,inne,0,0,1,45.0100,20,0.0000,Individual,00,07
6493,VISA,SK ,7230,Credit,CTLS,inne,1,0,4,155.0000,00,0.0000,Individual,00,07
6494,VISA,PL ,6300,Debit,CTLS,inne,0,0,1,490.5600,09,489.5600,Individual,00,07
6495,VISA,GB ,5462,Debit,CTLS,inne,1,0,24,543.6500,00,0.0000,BUSINESS,00,07
6496,VISA,DE ,5732,Credit,CTLS,inne,0,0,6,1516.8100,00,0.0000,Individual,00,07
6497,VISA,BR ,5451,Debit,CTLS,inne,1,0,1,27.0000,00,0.0000,Individual,00,07
6498,VISA,BE ,4789,Debit,CHIP,inne,0,0,2,113.5000,00,0.0000,Individual,00,07
6499,VISA,PL ,7338,Debit,CTLS,inne,1,1,11,471.1000,00,0.0000,Individual,00,07
6500,VISA,IE ,5511,Credit,CHIP,inne,0,0,2,185.3500,00,0.0000,BUSINESS,00,07
6501,VISA,SK ,5812,Debit,CHIP,inne,0,0,2,69.8500,00,0.0000,BUSINESS,00,07
6502,VISA,FR ,5811,Credit,CTLS,inne,0,0,1,103.0000,00,0.0000,Individual,00,07
6503,VISA,FR ,7399,Debit,CTLS,inne,1,0,66,3216.3800,00,0.0000,Individual,00,07
6504,VISA,PL ,5192,Credit,CHIP,inne,0,0,184,12104.6900,00,0.0000,Individual,00,07
6505,VISA,PL ,6513,Debit,CTLS,inne,1,1,1,49.2000,00,0.0000,BUSINESS,00,07
6506,VISA,IS ,8021,Debit,CTLS,inne,1,0,2,200.0000,00,0.0000,Individual,00,07
6507,VISA,PL ,7011,Debit,CTLS,inne,1,0,9,99.8500,20,0.0000,Individual,00,07
6508,VISA,IE ,5441,Debit,CHIP,inne,0,0,10,916.1600,00,0.0000,Individual,00,07
6509,VISA,ES ,7297,Debit,CTLS,inne,0,0,1,320.0000,00,0.0000,Individual,00,07
6510,VISA,FR ,7629,Credit,CTLS,inne,0,0,1,140.0000,00,0.0000,Individual,00,07
6511,VISA,FR ,5192,Credit,CTLS,inne,1,0,2,104.7000,00,0.0000,Individual,00,07
6512,VISA,GE ,5712,Credit,CTLS,inne,1,0,1,69.0000,00,0.0000,Individual,00,07
6513,VISA,PL ,5411,Debit,CHIP,inne,0,0,1,90.6800,09,79.2800,Individual,00,07
6514,VISA,UA ,5211,Debit,CTLS,inne,0,0,6,10441.3500,00,0.0000,Individual,00,07
6515,VISA,US ,5812,Credit,CTLS,inne,0,0,76,22815.6800,00,0.0000,BUSINESS,00,07
6516,VISA,DE ,7299,Credit,CHIP,inne,0,0,2,286.0000,00,0.0000,Individual,00,07
6517,VISA,NL ,5111,Credit,CTLS,inne,0,0,3,1136.0000,00,0.0000,Individual,00,07
6518,VISA,LU ,5122,Debit,CTLS,inne,1,0,4,167.2000,00,0.0000,Individual,00,07
6519,VISA,BE ,5072,Debit,CTLS,inne,0,0,6,2544.0000,00,0.0000,Individual,00,07
6520,VISA,US ,5942,Debit,CTLS,inne,1,0,2,37.0000,00,0.0000,Individual,00,07
6521,VISA,FR ,5651,Credit,CHIP,inne,0,0,17,7057.2600,00,0.0000,Individual,00,07
6522,VISA,PL ,5046,Credit,CHIP,inne,0,0,14,1093.4100,00,0.0000,Individual,00,07
6523,VISA,AT ,1799,Debit,CTLS,inne,1,0,3,93.1000,00,0.0000,Individual,00,07
6524,VISA,IL ,5499,Credit,CTLS,inne,1,0,4,168.4100,00,0.0000,Individual,00,07
6525,VISA,JP ,7399,Credit,CTLS,inne,1,0,4,71.4400,00,0.0000,Individual,00,07
6526,VISA,PL ,5199,Debit,CHIP,inne,0,0,1,220.0000,00,0.0000,BUSINESS,00,07
6527,VISA,GB ,5999,Debit,CTLS,inne,1,0,12,245.9500,00,0.0000,BUSINESS,00,07
6528,VISA,SK ,5812,Debit,CTLS,inne,1,0,3,40.0000,20,0.0000,Individual,00,07
6529,VISA,PL ,7999,Credit,CTLS,inne,1,0,2668,78342.0100,00,0.0000,Individual,00,07
6530,VISA,US ,5462,Credit,CTLS,inne,0,0,19,3606.1900,00,0.0000,Individual,00,07
6531,VISA,LT ,5942,Debit,CTLS,inne,0,0,1,350.0000,00,0.0000,Individual,00,07
6532,VISA,DE ,5039,Credit,CHIP,inne,0,0,2,422.3500,00,0.0000,BUSINESS,00,07
6533,VISA,NO ,5813,Debit,CHIP,inne,0,0,25,846.4200,00,0.0000,Individual,00,07
6534,VISA,CZ ,7941,Debit,CTLS,inne,1,1,1,40.0000,00,0.0000,Individual,00,07
6535,VISA,NO ,5331,Debit,CTLS,inne,1,1,4,180.4000,00,0.0000,Individual,00,07
6536,VISA,GB ,7991,Credit,CTLS,inne,1,0,3,60.0000,00,0.0000,Individual,00,07
6537,VISA,DK ,5193,Debit,CTLS,inne,1,0,13,847.6000,00,0.0000,Individual,00,07
6538,VISA,UA ,4722,Debit,CTLS,inne,1,0,2,75.0000,00,0.0000,Individual,00,07
6539,VISA,GB ,1731,Debit,CTLS,inne,0,0,7,2231.2600,00,0.0000,Individual,00,07
6540,VISA,PL ,5047,Debit,CHIP,inne,0,0,22,4442.4700,00,0.0000,BUSINESS,00,07
6541,VISA,DE ,5331,Credit,CTLS,inne,1,0,1,52.3900,00,0.0000,BUSINESS,00,07
6542,VISA,ZA ,5812,Credit,CTLS,inne,0,0,6,1036.6000,00,0.0000,Individual,00,07
6543,VISA,SE ,5941,Credit,CTLS,inne,1,0,1,25.0000,00,0.0000,Individual,00,07
6544,VISA,NO ,5511,Credit,CTLS,inne,0,0,1,770.0000,00,0.0000,Individual,00,07
6545,VISA,LT ,8021,Credit,CTLS,inne,0,0,3,2100.0000,00,0.0000,Individual,00,07
6546,VISA,BE ,5441,Debit,CHIP,inne,0,0,5,97.3400,00,0.0000,Individual,00,07
6547,VISA,CN ,7392,Credit,CTLS,inne,0,0,1,105.8400,00,0.0000,Individual,00,07
6548,VISA,IS ,4121,Debit,CTLS,inne,1,0,5,305.0000,00,0.0000,BUSINESS,00,07
6549,VISA,NO ,5944,Debit,CHIP,inne,0,1,1,98.0000,00,0.0000,Individual,00,07
6550,VISA,US ,5691,Credit,CHIP,inne,0,0,13,3101.0000,00,0.0000,Individual,00,07
6551,VISA,NO ,5169,Debit,CTLS,inne,1,0,9,598.2300,00,0.0000,Individual,00,07
6552,VISA,DE ,7999,Credit,CTLS,inne,1,1,1,50.0000,00,0.0000,Individual,00,07
6553,VISA,TW ,5912,Debit,CTLS,inne,1,0,4,174.6500,00,0.0000,Individual,00,07
6554,VISA,RS ,5970,Debit,CHIP,inne,0,0,1,55.8000,00,0.0000,Individual,00,07
6555,VISA,US ,5193,Credit,CTLS,inne,1,0,15,843.0000,00,0.0000,Individual,00,07
6556,VISA,PL ,5921,Debit,CHIP,inne,0,0,1,300.0000,09,275.0000,Individual,00,07
6557,VISA,MN ,4121,Debit,CHIP,inne,0,0,1,12.0000,00,0.0000,Individual,00,07
6558,VISA,HR ,5172,Debit,CHIP,inne,0,0,1,36.0000,00,0.0000,Individual,00,07
6559,VISA,HR ,5499,Debit,CTLS,inne,1,0,1,50.0000,00,0.0000,BUSINESS,00,07
6560,VISA,PL ,1799,Debit,CTLS,inne,0,0,25,3301.7900,09,2500.0000,Individual,00,07
6561,VISA,PL ,1799,Debit,CTLS,inne,0,0,3,3028.2600,09,3000.0000,Individual,00,07
6562,VISA,IE ,5983,Debit,CHIP,inne,0,0,1,75.0000,00,0.0000,Individual,00,07
6563,VISA,IT ,5499,Credit,CTLS,inne,0,0,1,540.0000,00,0.0000,BUSINESS,00,07
6564,VISA,IL ,7221,Credit,CTLS,inne,1,0,1,25.0000,00,0.0000,Individual,00,07
6565,VISA,UA ,5999,Credit,CHIP,inne,0,0,17,602.8300,00,0.0000,Individual,00,07
6566,VISA,PL ,5999,Debit,CTLS,inne,0,0,1,119.6600,09,37.5000,Individual,00,07
6567,VISA,FR ,7629,Credit,CHIP,inne,0,0,1,200.0000,00,0.0000,Individual,00,07
6568,VISA,PL ,5970,Credit,CHIP,inne,0,0,1,60.0000,00,0.0000,BUSINESS,00,07
6569,VISA,US ,5541,Debit,CTLS,inne,0,0,16,3606.0700,00,0.0000,Individual,00,07
6570,VISA,PL ,5331,Credit,CHIP,inne,0,0,42,5974.0600,00,0.0000,BUSINESS,00,07
6571,VISA,PL ,7251,Credit,CHIP,inne,0,0,3,152.0000,00,0.0000,Individual,00,07
6572,VISA,PT ,4121,Debit,CTLS,inne,1,0,4,114.3000,00,0.0000,Individual,00,07
6573,VISA,SE ,5651,Debit,CTLS,inne,1,0,59,2370.6200,00,0.0000,Individual,00,07
6574,VISA,PL ,5411,Debit,CTLS,inne,1,0,1,54.2000,09,25.0000,BUSINESS,00,07
6575,VISA,BY ,7379,Debit,CTLS,inne,0,0,1,800.0000,00,0.0000,Individual,00,07
6576,VISA,TJ ,5422,Debit,CTLS,inne,0,0,1,104.1000,00,0.0000,Individual,00,07
6577,VISA,FR ,5462,Credit,CTLS,inne,1,0,1,8.6000,00,0.0000,BUSINESS,00,07
6578,VISA,PL ,8111,Debit,CTLS,inne,0,0,1554,1896533.0200,00,0.0000,Individual,00,07
6579,VISA,AE ,7523,Debit,CTLS,inne,1,0,1,8.0000,00,0.0000,Individual,00,07
6580,VISA,RS ,5094,Debit,CTLS,inne,1,0,1,35.0000,00,0.0000,Individual,00,07
6581,VISA,PL ,7699,Debit,CTLS,inne,1,0,7483,292701.9000,00,0.0000,Individual,00,07
6582,VISA,PL ,8999,Credit,CTLS,inne,1,0,3718,153178.5100,00,0.0000,Individual,00,07
6583,VISA,CH ,5111,Debit,CTLS,inne,0,0,1,285.1000,00,0.0000,Individual,00,07
6584,VISA,SK ,5947,Debit,CTLS,inne,1,0,1,62.0000,00,0.0000,BUSINESS,00,07
6585,VISA,PL ,7399,Debit,CTLS,inne,0,0,1,186.7400,09,184.9400,Individual,00,07
6586,VISA,CL ,5411,Debit,CTLS,inne,0,0,1,107.0000,00,0.0000,Individual,00,07
6587,VISA,PT ,1799,Debit,CTLS,inne,1,0,3,64.5000,00,0.0000,Individual,00,07
6588,VISA,PL ,5047,Credit,CHIP,inne,0,0,2,301.5000,20,0.0000,Individual,00,07
6589,VISA,GB ,5065,Debit,CTLS,inne,1,0,1,15.0000,20,0.0000,Individual,00,07
6590,VISA,UA ,5994,Debit,CTLS,inne,0,0,3,391.4500,00,0.0000,Individual,00,07
6591,VISA,SK ,4131,Debit,CTLS,inne,1,0,4,135.0000,00,0.0000,Individual,00,07
6592,VISA,NO ,5621,Debit,CTLS,inne,0,0,13,2754.9900,00,0.0000,Individual,00,07
6593,VISA,PL ,5231,Debit,CTLS,inne,0,0,25,12525.0000,09,12500.0000,Individual,00,07
6594,VISA,NO ,5039,Credit,CTLS,inne,1,0,1,62.0800,00,0.0000,Individual,00,07
6595,VISA,PL ,5013,Debit,CHIP,inne,0,0,1,69.0000,20,0.0000,Individual,00,07
6596,VISA,PL ,5992,Debit,MS,inne,0,0,2,5887.5000,00,0.0000,Individual,00,07
6597,VISA,PL ,7623,Credit,CHIP,inne,0,0,1,210.0000,00,0.0000,BUSINESS,00,07
6598,VISA,FR ,5993,Credit,CTLS,inne,0,0,1,463.7900,00,0.0000,Individual,00,07
6599,VISA,BE ,5943,Debit,CTLS,inne,1,0,8,171.7400,00,0.0000,Individual,00,07
6600,VISA,PL ,5451,Debit,CTLS,inne,0,0,569,100598.8000,00,0.0000,Individual,00,07
6601,VISA,IN ,5812,Debit,CTLS,inne,1,0,66,2000.8200,00,0.0000,Individual,00,07
6602,VISA,PL ,4121,Debit,CHIP,inne,0,0,1035,33627.5800,00,0.0000,Individual,00,07
6603,VISA,PL ,5994,Debit,CTLS,inne,0,0,1,282.2100,09,282.0000,Individual,00,07
6604,VISA,FR ,5441,Debit,CTLS,inne,0,0,5,1882.4200,00,0.0000,Individual,00,07
6605,VISA,KR ,5651,Credit,CTLS,inne,1,0,2,32.2200,00,0.0000,Individual,00,07
6606,VISA,SE ,5734,Debit,CTLS,inne,0,0,1,500.0000,00,0.0000,Individual,00,07
6607,VISA,US ,5813,Debit,CHIP,inne,0,0,78,6339.3000,00,0.0000,Individual,00,07
6608,VISA,CH ,5331,Credit,CHIP,inne,0,0,1,56.0000,00,0.0000,Individual,00,07
6609,VISA,IE ,7011,Credit,011,MOTO,0,0,5,6311.0000,00,0.0000,BUSINESS,00,07
6610,VISA,NO ,1799,Debit,CHIP,inne,0,1,1,71.0200,00,0.0000,Individual,00,07
6611,VISA,PL ,5021,Debit,CHIP,inne,0,0,39,32476.8900,00,0.0000,BUSINESS,00,07
6612,VISA,PL ,7623,Credit,CTLS,inne,0,0,1,306.0000,00,0.0000,BUSINESS,00,07
6613,VISA,SE ,7996,Credit,CTLS,inne,1,0,1,94.0000,00,0.0000,Individual,00,07
6614,VISA,UA ,8011,Debit,MS,inne,0,0,1,130.0000,00,0.0000,Individual,00,07
6615,VISA,DE ,0780,Credit,CTLS,inne,0,0,3,726.8900,00,0.0000,Individual,00,07
6616,VISA,GB ,5942,Debit,CTLS,inne,0,0,36,6423.6600,00,0.0000,Individual,00,07
6617,VISA,AT ,7999,Debit,CTLS,inne,1,0,5,198.4000,00,0.0000,Individual,00,07
6618,VISA,SE ,5941,Debit,CTLS,inne,1,0,2,51.0000,00,0.0000,Individual,00,07
6619,VISA,PL ,7911,Debit,CTLS,inne,1,0,11,476.5000,00,0.0000,BUSINESS,00,07
6620,VISA,UA ,7299,Debit,MS,inne,0,0,2,108.0000,00,0.0000,Individual,00,07
6621,VISA,US ,5139,Debit,CHIP,inne,0,0,1,230.0000,00,0.0000,Individual,00,07
6622,VISA,DE ,5331,Credit,CTLS,inne,0,0,58,27156.0400,00,0.0000,Individual,00,07
6623,VISA,IT ,5946,Credit,CTLS,inne,1,0,1,50.0000,00,0.0000,Individual,00,07
6624,VISA,US ,7991,Credit,CTLS,inne,1,0,1,18.0000,00,0.0000,BUSINESS,00,07
6625,VISA,SE ,5995,Credit,CTLS,inne,1,0,2,83.0200,00,0.0000,Individual,00,07
6626,VISA,PL ,5039,Credit,CTLS,inne,1,0,105,4561.2400,00,0.0000,BUSINESS,00,07
6627,VISA,LU ,7832,Debit,CTLS,inne,1,0,1,42.0000,00,0.0000,Individual,00,07
6628,VISA,ZA ,5944,Debit,CHIP,inne,0,0,2,990.0000,00,0.0000,Individual,00,07
6629,VISA,PL ,5521,Debit,CTLS,inne,0,0,67,37788.0000,00,0.0000,Individual,00,07
6630,VISA,GB ,5039,Debit,CTLS,inne,1,0,811,27246.3500,00,0.0000,Individual,00,07
6631,VISA,EC ,8299,Debit,CTLS,inne,0,0,1,115.0000,00,0.0000,Individual,00,07
6632,VISA,PL ,5697,Debit,CTLS,inne,1,0,2888,116309.1000,00,0.0000,Individual,00,07
6633,VISA,KZ ,5193,Debit,CTLS,inne,1,0,1,69.0000,00,0.0000,Individual,00,07
6634,VISA,MN ,5812,Debit,CTLS,inne,1,0,18,726.0000,00,0.0000,Individual,00,07
6635,VISA,PL ,5992,Debit,CHIP,inne,0,0,1,9.0000,20,0.0000,Individual,00,07
6636,VISA,IT ,5921,Debit,CHIP,inne,0,0,1,105.0000,00,0.0000,Individual,00,07
6637,VISA,SG ,5122,Credit,CTLS,inne,0,0,1,629.7000,00,0.0000,Individual,00,07
6638,VISA,CH ,7221,Credit,CTLS,inne,1,0,2,63.0000,00,0.0000,Individual,00,07
6639,VISA,KR ,5331,Credit,CHIP,inne,0,0,1,21.0000,00,0.0000,Individual,00,07
6640,VISA,PL ,7299,Debit,CTLS,inne,1,0,1,96.0000,09,94.0000,BUSINESS,00,07
6641,VISA,BY ,7941,Debit,CTLS,inne,1,0,25,409.6000,00,0.0000,Individual,00,07
6642,VISA,TW ,5193,Credit,CTLS,inne,1,0,1,9.0000,00,0.0000,Individual,00,07
6643,VISA,CH ,5941,Debit,CTLS,inne,1,0,2,143.9900,00,0.0000,Individual,00,07
6644,VISA,HU ,5691,Credit,CTLS,inne,1,0,2,65.5500,00,0.0000,Individual,00,07
6645,VISA,IN ,7221,Debit,CHIP,inne,0,0,1,40.0000,00,0.0000,BUSINESS,00,07
6646,VISA,DE ,7535,Credit,CTLS,inne,1,0,1,98.9000,00,0.0000,Individual,00,07
6647,VISA,GB ,5699,Credit,CTLS,inne,0,0,2,255.9400,00,0.0000,Individual,00,07
6648,VISA,IS ,5122,Debit,CHIP,inne,0,0,4,269.2000,00,0.0000,Individual,00,07
6649,VISA,DK ,5641,Debit,CTLS,inne,0,0,1,216.9000,00,0.0000,Individual,00,07
6650,VISA,US ,4722,Debit,CTLS,inne,0,0,1,1500.0000,00,0.0000,Individual,00,07
6651,VISA,NO ,8111,Debit,CTLS,inne,0,0,1,1096.1000,00,0.0000,BUSINESS,00,07
6652,VISA,DE ,7512,Debit,CTLS,inne,0,0,6,2640.4800,00,0.0000,Individual,00,07
6653,VISA,BA ,5172,Debit,CHIP,inne,0,0,6,186.5000,00,0.0000,Individual,00,07
6654,VISA,NL ,5085,Debit,CTLS,inne,1,0,1,93.9800,00,0.0000,Individual,00,07
6655,VISA,BY ,5735,Debit,CTLS,inne,1,0,2,105.0000,00,0.0000,Individual,00,07
6656,VISA,IE ,5039,Credit,CHIP,inne,0,0,2,1309.9900,00,0.0000,Individual,00,07
6657,VISA,NO ,5712,Credit,CTLS,inne,1,0,4,86.0000,00,0.0000,Individual,00,07
6658,VISA,BG ,7542,Debit,CTLS,inne,0,0,1,130.0000,00,0.0000,BUSINESS,00,07
6659,VISA,PL ,5651,Debit,CTLS,inne,0,0,4107,1421985.5500,00,0.0000,BUSINESS,00,07
6660,VISA,HU ,5651,Debit,CTLS,inne,1,0,7,267.5000,00,0.0000,Individual,00,07
6661,VISA,IN ,7399,Debit,CHIP,inne,0,0,3,1949.0000,00,0.0000,Individual,00,07
6662,VISA,CZ ,5995,Debit,CTLS,inne,1,0,291,10848.8400,00,0.0000,Individual,00,07
6663,VISA,MZ ,5812,Debit,CHIP,inne,0,0,3,74.0000,00,0.0000,Individual,00,07
6664,VISA,PL ,5541,Credit,MS,inne,0,0,1,93.9600,00,0.0000,Individual,00,07
6665,VISA,DE ,5681,Debit,CTLS,inne,0,0,1,175.0000,00,0.0000,Individual,00,07
6666,VISA,NO ,7298,Credit,CTLS,inne,1,0,1,25.7000,00,0.0000,Individual,00,07
6667,VISA,NO ,5947,Credit,CTLS,inne,1,0,2,97.0000,00,0.0000,BUSINESS,00,07
6668,VISA,HU ,5973,Debit,CTLS,inne,0,0,1,850.0000,00,0.0000,BUSINESS,00,07
6669,VISA,DE ,4784,Debit,CTLS,inne,1,0,1,85.0000,20,0.0000,Individual,00,07
6670,VISA,PL ,7361,Debit,CTLS,inne,1,1,7,199.4000,00,0.0000,Individual,00,07
6671,VISA,UA ,5992,Credit,CTLS,inne,0,0,101,25274.2400,00,0.0000,Individual,00,07
6672,VISA,AZ ,4121,Debit,CTLS,inne,1,0,1,19.0000,00,0.0000,Individual,00,07
6673,VISA,PE ,5812,Credit,CHIP,inne,0,0,1,69.0000,00,0.0000,Individual,00,07
6674,VISA,US ,7629,Credit,CHIP,inne,0,0,1,1394.0000,00,0.0000,BUSINESS,00,07
6675,VISA,IE ,5992,Credit,CHIP,inne,0,0,2,520.0000,00,0.0000,BUSINESS,00,07
