,num,name,ilosc,wartosc
0,1,Austria,12042,1246290.2100
1,2,Belgia,31920,2926710.0800
2,3,Bułgaria,2042,159565.3000
3,4,Chorwacja,999,81548.1800
4,5,Cypr,799,95664.4400
5,6,Czechy,115727,11417534.3700
6,7,Dania,25424,2708419.5000
7,8,Estonia,5153,436212.5200
8,9,Finlandia,7686,516267.6600
9,10,Francja,19165,2071500.1600
10,11,Grecja,3026,212467.6400
11,12,Hiszpania,14347,1075643.3800
12,13,Holandia,63782,5645198.6200
13,14,Irlandia,24150,3007479.4600
14,15,Islandia,9380,959836.0500
15,16,Litwa ,34648,3242542.0500
16,17,Liechtenstein,8,4210.5800
17,18,Luksemburg,1579,220949.4300
18,19,Łotwa,6841,576393.8000
19,20,Malta,707,65303.1200
20,21,Niemcy,176430,26601374.3100
21,22,Norwegia,58774,6390383.4600
22,23,Polska,0,0.0000
23,24,Portugalia,1793,162375.6300
24,25,Rumunia,4581,354481.3800
25,26,Słowacja,27985,2558970.9100
26,27,Słowenia,1068,76924.1200
27,28,Szwecja,42863,4110322.5700
28,29,Węgry,4294,328579.3200
29,30,Włochy,17956,1471856.7700
30,31,Krajowe,46665453,2584939056.4600
31,32,Pozostałe kraje świata (poza EOG),1052222,78822678.6800
