,ARN,trx_date,posted_date,quarter,FT,FT description
0,05185243189032457911616,2023-07-08,2023-07-14,3,0,Zgubienie lub kradzież karty
1,05185243201032719809768,2023-07-20,2023-08-01,3,1,Zgubienie lub kradzież karty
2,05185243247033590200024,2023-09-04,2023-09-15,3,1,Zgubienie lub kradzież karty
3,05185243254033715088130,2023-09-11,2023-09-15,3,0,Zgubienie lub kradzież karty
4,05185243179032259606432,2023-06-28,2023-09-21,3,5,Pozostałe
