,num,name,ilosc,wartosc
0,1,Austria,937,140943.8800
1,2,Belgia,618,85485.2900
2,3,Bułgaria,82,15560.4700
3,4,Chorwacja,34,3071.5700
4,5,Cypr,66,21493.9100
5,6,Czechy,2106,201748.5100
6,7,Dania,168,24186.4300
7,8,Estonia,44,7415.0500
8,9,Finlandia,449,44228.2200
9,10,Francja,2346,367658.4100
10,11,Grecja,461,63220.0500
11,12,Hiszpania,2882,245012.1100
12,13,Holandia,440,81290.5300
13,14,Irlandia,2888,550906.4100
14,15,Islandia,1297,147508.4900
15,16,Litwa ,1092,109802.5100
16,17,Liechtenstein,4,3610.0000
17,18,Luksemburg,545,94971.9300
18,19,Łotwa,964,96781.7400
19,20,Malta,53,5615.5600
20,21,Niemcy,21184,3080121.0700
21,22,Norwegia,3579,403801.5500
22,23,Polska,0,0.0000
23,24,Portugalia,100,8702.6600
24,25,Rumunia,40,2703.2000
25,26,Słowacja,1075,88031.8100
26,27,Słowenia,41,3167.0100
27,28,Szwecja,2970,366303.6300
28,29,Węgry,61,7367.3900
29,30,Włochy,1621,181955.0200
30,31,Krajowe,905195,68800957.8000
31,32,Pozostałe kraje świata (poza EOG),141657,13041834.0300
