,num,name,ilosc,wartosc
0,1,Austria,416,13250.6600
1,2,Belgia,20783,1768308.6200
2,3,Bułgaria,954,68730.3200
3,4,Chorwacja,612,42831.9800
4,5,Cypr,261,25776.8800
5,6,Czechy,57913,5917676.6500
6,7,Dania,14616,1523075.4600
7,8,Estonia,195,18795.7800
8,9,Finlandia,4904,304504.7300
9,10,Francja,9039,953274.5400
10,11,Grecja,633,41223.7400
11,12,Hiszpania,4131,299164.2200
12,13,Holandia,18019,1693216.2800
13,14,Irlandia,9771,1105813.9800
14,15,Islandia,5572,544044.8000
15,16,Litwa ,7962,688642.0200
16,17,Liechtenstein,2,91.0000
17,18,Luksemburg,856,94982.9900
18,19,Łotwa,436,32097.4500
19,20,Malta,204,16292.6800
20,21,Niemcy,51951,7678126.6400
21,22,Norwegia,45560,4896203.6900
22,23,Polska,0,0.0000
23,24,Portugalia,594,66798.5600
24,25,Rumunia,2202,182286.8300
25,26,Słowacja,19659,1847956.1900
26,27,Słowenia,395,27410.8700
27,28,Szwecja,8126,637135.3300
28,29,Węgry,690,57115.9500
29,30,Włochy,2558,194970.6900
30,31,Krajowe,26129110,1380109504.6800
31,32,Pozostałe kraje świata (poza EOG),616688,40913884.7100
