,num,name,ilosc,wartosc
0,1,Austria,10652,1090181.5300
1,2,Belgia,10492,1071373.0500
2,3,Bułgaria,982,74597.6600
3,4,Chorwacja,351,35541.6300
4,5,Cypr,472,48393.6500
5,6,Czechy,54640,5218392.0700
6,7,Dania,10607,1159754.1900
7,8,Estonia,4873,408185.8300
8,9,Finlandia,2333,167534.7100
9,10,Francja,7764,749740.6700
10,11,Grecja,1932,108023.8500
11,12,Hiszpania,7305,530103.8100
12,13,Holandia,45198,3864261.7800
13,14,Irlandia,11438,1349181.1700
14,15,Islandia,2509,268219.7600
15,16,Litwa ,25308,2428779.4200
16,17,Liechtenstein,2,509.5800
17,18,Luksemburg,178,30994.5100
18,19,Łotwa,5371,444323.0200
19,20,Malta,450,43394.8800
20,21,Niemcy,103220,15840360.7400
21,22,Norwegia,9612,1089449.2900
22,23,Polska,0,0.0000
23,24,Portugalia,1098,86780.7100
24,25,Rumunia,2318,168501.4700
25,26,Słowacja,7149,618841.0900
26,27,Słowenia,626,45944.2700
27,28,Szwecja,31159,3084848.0300
28,29,Węgry,3531,263731.5800
29,30,Włochy,13712,1092538.1300
30,31,Krajowe,19516915,1131065368.1700
31,32,Pozostałe kraje świata (poza EOG),293815,24863750.6800
