,num,name,ilosc,wartosc
0,1,Austria,5,169.7800
1,2,Belgia,8749,649101.9500
2,3,Bułgaria,562,39593.4000
3,4,Chorwacja,331,46044.2300
4,5,Cypr,169,21047.7800
5,6,Czechy,21394,3485872.9300
6,7,Dania,4282,454420.6400
7,8,Estonia,40,8114.5500
8,9,Finlandia,1528,86480.7100
9,10,Francja,3610,337794.6100
10,11,Grecja,344,29148.1900
11,12,Hiszpania,1653,126269.3000
12,13,Holandia,4999,466670.8900
13,14,Irlandia,4049,485134.8600
14,15,Islandia,1743,189616.4000
15,16,Litwa ,4823,440576.1200
16,17,Liechtenstein,3,469.0000
17,18,Luksemburg,171,21621.0500
18,19,Łotwa,134,11525.8200
19,20,Malta,91,5961.8400
20,21,Niemcy,15434,2665436.8400
21,22,Norwegia,16461,1681781.3600
22,23,Polska,0,0.0000
23,24,Portugalia,628,54411.7900
24,25,Rumunia,960,148216.0300
25,26,Słowacja,11450,1084220.7500
26,27,Słowenia,272,12029.7500
27,28,Szwecja,2119,164496.6600
28,29,Węgry,468,40010.3500
29,30,Włochy,1259,84785.8800
30,31,Krajowe,16807933,909094695.6900
31,32,Pozostałe kraje świata (poza EOG),283816,18143475.1600
