,num,name,ilosc,wartosc
0,1,Austria,3008,113721.4700
1,2,Belgia,9052,289760.7300
2,3,Bułgaria,828,28995.6400
3,4,Chorwacja,466,13671.5500
4,5,Cypr,291,10635.4100
5,6,Czechy,28278,1063202.3800
6,7,Dania,6385,231683.8900
7,8,Estonia,779,27514.8300
8,9,Finlandia,1921,64447.3300
9,10,Francja,6162,212127.7600
10,11,Grecja,1673,51134.6700
11,12,Hiszpania,6054,185049.9300
12,13,Holandia,14009,464460.3900
13,14,Irlandia,8287,301767.9200
14,15,Islandia,1995,65304.6000
15,16,Litwa ,9938,341448.5200
16,17,Liechtenstein,3,111.0000
17,18,Luksemburg,242,9923.3000
18,19,Łotwa,1605,54126.1300
19,20,Malta,186,6563.2800
20,21,Niemcy,31483,1244265.4000
21,22,Norwegia,15840,537534.6000
22,23,Polska,0,0.0000
23,24,Portugalia,1836,57835.9900
24,25,Rumunia,1773,56305.8300
25,26,Słowacja,12894,486323.8900
26,27,Słowenia,525,16271.1600
27,28,Szwecja,9075,311431.7700
28,29,Węgry,2802,96842.5300
29,30,Włochy,7508,247066.5800
30,31,Krajowe,25880216,721658996.1900
31,32,Pozostałe kraje świata (poza EOG),456045,13151780.5900
