,num,name,ilosc,wartosc
0,1,Austria,0,0.0000
1,2,Belgia,0,0.0000
2,3,Bułgaria,0,0.0000
3,4,Chorwacja,1,54.0000
4,5,Cypr,1,681.5000
5,6,Czechy,2,2677.0000
6,7,Dania,2,650.0000
7,8,Estonia,2,377.1500
8,9,Finlandia,0,0.0000
9,10,Francja,7,4596.5400
10,11,Grecja,0,0.0000
11,12,Hiszpania,1,566.4000
12,13,Holandia,16,7380.9700
13,14,Irlandia,3985,1605764.5500
14,15,Islandia,0,0.0000
15,16,Litwa ,1,936.0000
16,17,Liechtenstein,0,0.0000
17,18,Luksemburg,0,0.0000
18,19,Łotwa,0,0.0000
19,20,Malta,0,0.0000
20,21,Niemcy,11,6794.3000
21,22,Norwegia,0,0.0000
22,23,Polska,0,0.0000
23,24,Portugalia,1,1604.8000
24,25,Rumunia,0,0.0000
25,26,Słowacja,0,0.0000
26,27,Słowenia,0,0.0000
27,28,Szwecja,0,0.0000
28,29,Węgry,0,0.0000
29,30,Włochy,8,8757.0000
30,31,Krajowe,327,158773.8100
31,32,Pozostałe kraje świata (poza EOG),475,236155.3500
