,num,name,ilosc,wartosc
0,1,Austria,1169,355584.1200
1,2,Belgia,2675,694006.8600
2,3,Bułgaria,208,49061.0200
3,4,Chorwacja,95,47017.7800
4,5,Cypr,90,48771.3700
5,6,Czechy,13080,5468383.1500
6,7,Dania,1970,733159.7600
7,8,Estonia,324,88747.4100
8,9,Finlandia,477,122321.7000
9,10,Francja,2111,615613.6800
10,11,Grecja,265,92123.2900
11,12,Hiszpania,964,269528.2300
12,13,Holandia,4670,1276783.9400
13,14,Irlandia,4687,1801211.3200
14,15,Islandia,893,260973.2000
15,16,Litwa ,4694,1512035.2700
16,17,Liechtenstein,10,2627.0000
17,18,Luksemburg,122,37105.8400
18,19,Łotwa,464,196522.0200
19,20,Malta,63,14922.1300
20,21,Niemcy,22736,8158293.5400
21,22,Norwegia,5465,1685243.3200
22,23,Polska,0,0.0000
23,24,Portugalia,296,76490.3300
24,25,Rumunia,375,203476.2200
25,26,Słowacja,2968,977777.9000
26,27,Słowenia,67,15601.3500
27,28,Szwecja,2631,896717.9700
28,29,Węgry,426,167541.0600
29,30,Włochy,1929,489609.0400
30,31,Krajowe,3993978,991758031.5900
31,32,Pozostałe kraje świata (poza EOG),92824,27213722.0700
