,num,name,ilosc,wartosc
0,1,Austria,0,0.0000
1,2,Belgia,9,439.0200
2,3,Bułgaria,25,791.7600
3,4,Chorwacja,7,125.9700
4,5,Cypr,0,0.0000
5,6,Czechy,55,3479.2100
6,7,Dania,26,1211.3300
7,8,Estonia,0,0.0000
8,9,Finlandia,14,2924.9300
9,10,Francja,40,4003.3900
10,11,Grecja,0,0.0000
11,12,Hiszpania,6,249.0000
12,13,Holandia,43,1959.5100
13,14,Irlandia,13,682.1000
14,15,Islandia,68,37191.9800
15,16,Litwa ,4,147.4700
16,17,Liechtenstein,0,0.0000
17,18,Luksemburg,1,23.5000
18,19,Łotwa,1,90.0000
19,20,Malta,1,29.0000
20,21,Niemcy,55,2197.1300
21,22,Norwegia,186,6731.5700
22,23,Polska,0,0.0000
23,24,Portugalia,7,399.0000
24,25,Rumunia,17,363.2900
25,26,Słowacja,53,2466.0500
26,27,Słowenia,2,83.0000
27,28,Szwecja,20,1109.8200
28,29,Węgry,2,77.7800
29,30,Włochy,13,624.8700
30,31,Krajowe,226584,9848071.2800
31,32,Pozostałe kraje świata (poza EOG),263,8953.5800
