,num,name,ilosc,wartosc
0,1,Austria,7507,847725.4200
1,2,Belgia,5374,579427.3900
2,3,Bułgaria,933,58086.2700
3,4,Chorwacja,480,29896.8400
4,5,Cypr,318,38740.9400
5,6,Czechy,32531,4588708.8400
6,7,Dania,7647,822367.3700
7,8,Estonia,2617,269525.3200
8,9,Finlandia,1790,136937.6900
9,10,Francja,5905,511247.7400
10,11,Grecja,2116,111446.9100
11,12,Hiszpania,6435,357329.8400
12,13,Holandia,28510,2556196.1100
13,14,Irlandia,8846,1395602.5100
14,15,Islandia,1931,281769.6500
15,16,Litwa ,15598,1734537.2500
16,17,Liechtenstein,7,155.2000
17,18,Luksemburg,85,8848.1500
18,19,Łotwa,4265,320102.9000
19,20,Malta,323,21503.8400
20,21,Niemcy,72827,12025969.7700
21,22,Norwegia,6430,629781.7100
22,23,Polska,0,0.0000
23,24,Portugalia,1497,77106.4700
24,25,Rumunia,2063,165844.5000
25,26,Słowacja,4659,504508.5800
26,27,Słowenia,579,36446.2400
27,28,Szwecja,19090,1863451.8300
28,29,Węgry,3062,242224.1300
29,30,Włochy,11469,838016.8400
30,31,Krajowe,19002240,1127584454.0500
31,32,Pozostałe kraje świata (poza EOG),273319,21351549.4400
