,num,name,ilosc,wartosc
0,1,Austria,797,143058.6900
1,2,Belgia,16432,1170469.2900
2,3,Bułgaria,1168,116308.0200
3,4,Chorwacja,1038,58454.3500
4,5,Cypr,288,26248.6700
5,6,Czechy,35507,5494320.5300
6,7,Dania,9191,978451.3000
7,8,Estonia,120,9697.2100
8,9,Finlandia,4090,261054.9000
9,10,Francja,7299,778720.2200
10,11,Grecja,1114,65062.2200
11,12,Hiszpania,4421,340059.1700
12,13,Holandia,10823,1069055.2600
13,14,Irlandia,9161,1470322.6700
14,15,Islandia,4797,546206.3400
15,16,Litwa ,7982,727679.9700
16,17,Liechtenstein,21,4033.0000
17,18,Luksemburg,878,175878.4600
18,19,Łotwa,1121,91933.1900
19,20,Malta,174,17690.8400
20,21,Niemcy,49397,7751735.9000
21,22,Norwegia,32049,3369564.0800
22,23,Polska,0,0.0000
23,24,Portugalia,840,74272.7700
24,25,Rumunia,1690,231911.3200
25,26,Słowacja,13455,1595239.8200
26,27,Słowenia,442,39794.6400
27,28,Szwecja,6127,529170.9200
28,29,Węgry,605,46920.0000
29,30,Włochy,3246,346002.0000
30,31,Krajowe,25652997,1408779222.1900
31,32,Pozostałe kraje świata (poza EOG),607481,39830074.6100
