,num,name,ilosc,wartosc
0,1,Austria,1,60.0000
1,2,Belgia,14,575.7800
2,3,Bułgaria,38,937.7500
3,4,Chorwacja,49,1213.6300
4,5,Cypr,1,9.9000
5,6,Czechy,180,10990.2600
6,7,Dania,39,1910.3200
7,8,Estonia,1,33.7900
8,9,Finlandia,49,10062.7400
9,10,Francja,78,13293.3500
10,11,Grecja,0,0.0000
11,12,Hiszpania,16,592.9500
12,13,Holandia,89,4227.2300
13,14,Irlandia,13,644.1600
14,15,Islandia,31,1136.0900
15,16,Litwa ,6,300.7800
16,17,Liechtenstein,0,0.0000
17,18,Luksemburg,5,195.1200
18,19,Łotwa,8,433.6900
19,20,Malta,6,304.5200
20,21,Niemcy,107,7952.1500
21,22,Norwegia,318,11098.2100
22,23,Polska,0,0.0000
23,24,Portugalia,10,447.4800
24,25,Rumunia,35,1052.9700
25,26,Słowacja,56,2615.6600
26,27,Słowenia,7,359.5000
27,28,Szwecja,30,1608.0800
28,29,Węgry,4,138.8000
29,30,Włochy,28,978.1000
30,31,Krajowe,324982,14313099.0700
31,32,Pozostałe kraje świata (poza EOG),411,15371.1500
