,num,name,ilosc,wartosc
0,1,Austria,699,138281.8700
1,2,Belgia,378,56241.0400
2,3,Bułgaria,82,5883.4200
3,4,Chorwacja,90,8435.2300
4,5,Cypr,30,3779.4000
5,6,Czechy,577,72305.2500
6,7,Dania,104,13416.8400
7,8,Estonia,26,2943.1500
8,9,Finlandia,395,34043.6600
9,10,Francja,1729,276535.1000
10,11,Grecja,475,32858.0700
11,12,Hiszpania,1697,141888.5200
12,13,Holandia,295,75194.6700
13,14,Irlandia,2784,687857.7300
14,15,Islandia,878,127048.7500
15,16,Litwa ,721,62699.4000
16,17,Liechtenstein,10,1507.0000
17,18,Luksemburg,389,100978.7100
18,19,Łotwa,788,64655.3500
19,20,Malta,42,7878.6500
20,21,Niemcy,14593,2238641.3700
21,22,Norwegia,2857,315064.7200
22,23,Polska,0,0.0000
23,24,Portugalia,78,10156.5200
24,25,Rumunia,40,13745.3800
25,26,Słowacja,610,61920.1700
26,27,Słowenia,57,3870.0600
27,28,Szwecja,1373,174992.1700
28,29,Węgry,48,3714.3700
29,30,Włochy,1276,193078.1500
30,31,Krajowe,863698,69178620.3700
31,32,Pozostałe kraje świata (poza EOG),127125,9971468.1300
