,num,name,ilosc,wartosc
0,1,Austria,7531,848785.7000
1,2,Belgia,5389,580188.4000
2,3,Bułgaria,967,59124.0400
3,4,Chorwacja,496,30383.8400
4,5,Cypr,318,38740.9400
5,6,Czechy,33092,4628105.3300
6,7,Dania,7684,824085.2600
7,8,Estonia,2638,270342.3600
8,9,Finlandia,1792,136979.0800
9,10,Francja,5922,512112.3700
10,11,Grecja,2116,111446.9100
11,12,Hiszpania,6463,358576.9800
12,13,Holandia,28614,2561241.6400
13,14,Irlandia,8869,1396428.1900
14,15,Islandia,1932,281801.6500
15,16,Litwa ,15724,1740548.4300
16,17,Liechtenstein,7,155.2000
17,18,Luksemburg,85,8848.1500
18,19,Łotwa,4301,321530.2300
19,20,Malta,323,21503.8400
20,21,Niemcy,72879,12028359.4100
21,22,Norwegia,6449,630499.6000
22,23,Polska,0,0.0000
23,24,Portugalia,1497,77106.4700
24,25,Rumunia,2087,166584.6000
25,26,Słowacja,4727,507324.3700
26,27,Słowenia,584,36621.4200
27,28,Szwecja,19422,1875020.9300
28,29,Węgry,3073,242673.3900
29,30,Włochy,11511,839738.8700
30,31,Krajowe,19111650,1132309874.0600
31,32,Pozostałe kraje świata (poza EOG),273420,21355573.3600
