,num,name,ilosc,wartosc
0,1,Austria,99,4836.8200
1,2,Belgia,16068,1114804.0300
2,3,Bułgaria,1124,111362.3500
3,4,Chorwacja,997,51232.7500
4,5,Cypr,259,22479.1700
5,6,Czechy,35110,5433005.5400
6,7,Dania,9126,966944.7800
7,8,Estonia,95,6787.8500
8,9,Finlandia,3744,237073.9800
9,10,Francja,5648,515478.4700
10,11,Grecja,639,32204.1500
11,12,Hiszpania,2740,198763.6000
12,13,Holandia,10617,998087.8200
13,14,Irlandia,6390,783109.1000
14,15,Islandia,3950,420293.6800
15,16,Litwa ,7267,665281.3500
16,17,Liechtenstein,11,2526.0000
17,18,Luksemburg,494,75094.8700
18,19,Łotwa,341,27711.5300
19,20,Malta,138,10116.7100
20,21,Niemcy,34911,5521046.6800
21,22,Norwegia,29510,3065597.5700
22,23,Polska,0,0.0000
23,24,Portugalia,772,64563.7300
24,25,Rumunia,1685,219218.9100
25,26,Słowacja,12901,1535935.3100
26,27,Słowenia,392,36284.0800
27,28,Szwecja,4784,355786.8300
28,29,Węgry,561,43344.4300
29,30,Włochy,1998,153901.9500
30,31,Krajowe,25114281,1353913700.8900
31,32,Pozostałe kraje świata (poza EOG),480765,29873840.6300
