,num,name,ilosc,wartosc
0,1,Austria,1,244.7500
1,2,Belgia,2,728.0000
2,3,Bułgaria,0,0.0000
3,4,Chorwacja,0,0.0000
4,5,Cypr,0,0.0000
5,6,Czechy,9,15553.7000
6,7,Dania,0,0.0000
7,8,Estonia,0,0.0000
8,9,Finlandia,0,0.0000
9,10,Francja,19,9961.7000
10,11,Grecja,2,180.0000
11,12,Hiszpania,2,1164.0000
12,13,Holandia,36,16893.2500
13,14,Irlandia,6032,2771220.5900
14,15,Islandia,1,1197.0000
15,16,Litwa ,1,710.0000
16,17,Liechtenstein,0,0.0000
17,18,Luksemburg,0,0.0000
18,19,Łotwa,1,175.0000
19,20,Malta,0,0.0000
20,21,Niemcy,17,19741.2600
21,22,Norwegia,3,1361.0000
22,23,Polska,0,0.0000
23,24,Portugalia,0,0.0000
24,25,Rumunia,0,0.0000
25,26,Słowacja,3,1308.0000
26,27,Słowenia,0,0.0000
27,28,Szwecja,4,2897.5000
28,29,Węgry,2,1222.0000
29,30,Włochy,6,4464.0000
30,31,Krajowe,346,200000.2100
31,32,Pozostałe kraje świata (poza EOG),577,295615.4800
