,num,name,ilosc,wartosc
0,1,Austria,798,143118.6900
1,2,Belgia,16446,1171045.0700
2,3,Bułgaria,1206,117245.7700
3,4,Chorwacja,1087,59667.9800
4,5,Cypr,289,26258.5700
5,6,Czechy,35687,5505310.7900
6,7,Dania,9230,980361.6200
7,8,Estonia,121,9731.0000
8,9,Finlandia,4139,271117.6400
9,10,Francja,7377,792013.5700
10,11,Grecja,1114,65062.2200
11,12,Hiszpania,4437,340652.1200
12,13,Holandia,10912,1073282.4900
13,14,Irlandia,9174,1470966.8300
14,15,Islandia,4828,547342.4300
15,16,Litwa ,7988,727980.7500
16,17,Liechtenstein,21,4033.0000
17,18,Luksemburg,883,176073.5800
18,19,Łotwa,1129,92366.8800
19,20,Malta,180,17995.3600
20,21,Niemcy,49504,7759688.0500
21,22,Norwegia,32367,3380662.2900
22,23,Polska,0,0.0000
23,24,Portugalia,850,74720.2500
24,25,Rumunia,1725,232964.2900
25,26,Słowacja,13511,1597855.4800
26,27,Słowenia,449,40154.1400
27,28,Szwecja,6157,530779.0000
28,29,Węgry,609,47058.8000
29,30,Włochy,3274,346980.1000
30,31,Krajowe,25977979,1423092321.2600
31,32,Pozostałe kraje świata (poza EOG),607892,39845445.7600
